,age,decile_score,priors_count,decile_score.1,v_decile_score,priors_count.1,two_year_recid,sex_Female,sex_Male,age_cat_25 - 45,age_cat_Greater than 45,age_cat_Less than 25,race_African-American,race_Caucasian,race_Other
5268,42.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,0,1
5269,67.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,1,0,0
5270,42.0,2.0,1.0,2.0,1.0,1.0,0.0,0,1,1,0,0,0,1,0
5271,25.0,3.0,0.0,3.0,4.0,0.0,0.0,0,1,1,0,0,1,0,0
5272,27.0,4.0,6.0,4.0,5.0,6.0,1.0,0,1,1,0,0,0,0,1
5273,43.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,1,0,0,0,0,1
5274,23.0,9.0,6.0,9.0,6.0,6.0,1.0,0,1,0,0,1,0,1,0
5275,27.0,10.0,13.0,10.0,10.0,13.0,1.0,0,1,1,0,0,1,0,0
5276,23.0,2.0,2.0,2.0,4.0,2.0,0.0,0,1,0,0,1,1,0,0
5277,33.0,3.0,2.0,3.0,1.0,2.0,0.0,0,1,1,0,0,0,1,0
5278,41.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
5279,31.0,2.0,1.0,2.0,1.0,1.0,0.0,1,0,1,0,0,0,1,0
5280,23.0,8.0,2.0,8.0,6.0,2.0,1.0,1,0,0,0,1,1,0,0
5281,21.0,7.0,2.0,7.0,8.0,2.0,1.0,0,1,0,0,1,1,0,0
5282,53.0,4.0,5.0,4.0,1.0,5.0,0.0,0,1,0,1,0,1,0,0
5283,36.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,1,0,0
5284,58.0,3.0,10.0,3.0,1.0,10.0,0.0,0,1,0,1,0,0,1,0
5285,62.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5286,25.0,6.0,4.0,6.0,3.0,4.0,0.0,0,1,1,0,0,0,1,0
5287,51.0,8.0,15.0,8.0,4.0,15.0,1.0,0,1,0,1,0,1,0,0
5288,46.0,2.0,2.0,2.0,1.0,2.0,0.0,0,1,0,1,0,0,1,0
5289,28.0,2.0,4.0,2.0,2.0,4.0,1.0,0,1,1,0,0,1,0,0
5290,24.0,3.0,2.0,3.0,4.0,2.0,1.0,0,1,0,0,1,0,1,0
5291,32.0,8.0,6.0,8.0,8.0,6.0,0.0,0,1,1,0,0,0,1,0
5292,56.0,4.0,13.0,4.0,1.0,13.0,0.0,0,1,0,1,0,0,1,0
5293,23.0,9.0,2.0,9.0,10.0,2.0,1.0,0,1,0,0,1,1,0,0
5294,25.0,3.0,1.0,3.0,4.0,1.0,0.0,0,1,1,0,0,1,0,0
5295,26.0,3.0,2.0,3.0,4.0,2.0,0.0,0,1,1,0,0,1,0,0
5296,58.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0
5297,33.0,7.0,3.0,7.0,5.0,3.0,1.0,0,1,1,0,0,0,1,0
5298,59.0,8.0,8.0,8.0,6.0,8.0,1.0,0,1,0,1,0,1,0,0
5299,44.0,2.0,5.0,2.0,1.0,5.0,0.0,0,1,1,0,0,0,1,0
5300,20.0,7.0,0.0,7.0,9.0,0.0,1.0,0,1,0,0,1,1,0,0
5301,57.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,1,0,0,1,0
5302,37.0,2.0,1.0,2.0,1.0,1.0,1.0,0,1,1,0,0,0,1,0
5303,43.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,1,0,0,1,0,0
5304,36.0,5.0,1.0,5.0,1.0,1.0,0.0,1,0,1,0,0,1,0,0
5305,59.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5306,35.0,2.0,4.0,2.0,2.0,4.0,1.0,0,1,1,0,0,0,1,0
5307,29.0,5.0,5.0,5.0,4.0,5.0,1.0,0,1,1,0,0,1,0,0
5308,21.0,5.0,0.0,5.0,6.0,0.0,0.0,1,0,0,0,1,1,0,0
5309,28.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
5310,34.0,3.0,5.0,3.0,2.0,5.0,1.0,0,1,1,0,0,1,0,0
5311,42.0,6.0,16.0,6.0,2.0,16.0,0.0,1,0,1,0,0,1,0,0
5312,21.0,9.0,3.0,9.0,6.0,3.0,1.0,0,1,0,0,1,1,0,0
5313,69.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,1,0,0
5314,49.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,0,1,0
5315,24.0,5.0,0.0,5.0,5.0,0.0,0.0,1,0,0,0,1,0,1,0
5316,27.0,8.0,4.0,8.0,5.0,4.0,1.0,0,1,1,0,0,1,0,0
5317,55.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,0,1,0,1,0,0
5318,19.0,10.0,3.0,10.0,9.0,3.0,1.0,0,1,0,0,1,1,0,0
5319,24.0,8.0,7.0,8.0,7.0,7.0,1.0,0,1,0,0,1,1,0,0
5320,39.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,0,1
5321,21.0,4.0,1.0,4.0,6.0,1.0,0.0,0,1,0,0,1,0,1,0
5322,28.0,6.0,0.0,6.0,7.0,0.0,1.0,0,1,1,0,0,0,1,0
5323,34.0,6.0,4.0,6.0,6.0,4.0,0.0,0,1,1,0,0,1,0,0
5324,27.0,5.0,2.0,5.0,3.0,2.0,0.0,0,1,1,0,0,1,0,0
5325,37.0,10.0,12.0,10.0,9.0,12.0,0.0,0,1,1,0,0,1,0,0
5326,40.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,1,0,0
5327,36.0,2.0,4.0,2.0,3.0,4.0,1.0,1,0,1,0,0,0,1,0
5328,23.0,4.0,0.0,4.0,5.0,0.0,0.0,0,1,0,0,1,0,1,0
5329,34.0,7.0,19.0,7.0,6.0,19.0,1.0,0,1,1,0,0,1,0,0
5330,27.0,9.0,5.0,9.0,5.0,5.0,1.0,0,1,1,0,0,1,0,0
5331,50.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,1,0,0
5332,22.0,5.0,1.0,5.0,7.0,1.0,0.0,0,1,0,0,1,1,0,0
5333,43.0,6.0,1.0,6.0,5.0,1.0,1.0,0,1,1,0,0,1,0,0
5334,29.0,7.0,0.0,7.0,5.0,0.0,1.0,0,1,1,0,0,0,1,0
5335,50.0,2.0,1.0,2.0,1.0,1.0,1.0,1,0,0,1,0,0,0,1
5336,61.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,0,1,0,0,1,0
5337,34.0,1.0,1.0,1.0,2.0,1.0,0.0,0,1,1,0,0,1,0,0
5338,56.0,1.0,1.0,1.0,2.0,1.0,0.0,0,1,0,1,0,1,0,0
5339,31.0,10.0,16.0,10.0,8.0,16.0,1.0,0,1,1,0,0,1,0,0
5340,21.0,4.0,0.0,4.0,5.0,0.0,0.0,0,1,0,0,1,0,1,0
5341,23.0,5.0,1.0,5.0,4.0,1.0,1.0,0,1,0,0,1,1,0,0
5342,45.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,0,1
5343,24.0,8.0,1.0,8.0,6.0,1.0,1.0,0,1,0,0,1,1,0,0
5344,30.0,9.0,1.0,9.0,7.0,1.0,0.0,0,1,1,0,0,1,0,0
5345,32.0,8.0,17.0,8.0,7.0,17.0,1.0,0,1,1,0,0,1,0,0
5346,61.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5347,27.0,3.0,3.0,3.0,3.0,3.0,0.0,0,1,1,0,0,0,1,0
5348,27.0,5.0,2.0,5.0,4.0,2.0,0.0,1,0,1,0,0,1,0,0
5349,41.0,2.0,2.0,2.0,1.0,2.0,0.0,0,1,1,0,0,0,0,1
5350,60.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5351,23.0,8.0,1.0,8.0,8.0,1.0,0.0,0,1,0,0,1,1,0,0
5352,40.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
5353,30.0,3.0,0.0,3.0,1.0,0.0,0.0,0,1,1,0,0,0,1,0
5354,20.0,5.0,1.0,5.0,6.0,1.0,0.0,1,0,0,0,1,0,1,0
5355,20.0,5.0,0.0,5.0,7.0,0.0,0.0,1,0,0,0,1,1,0,0
5356,48.0,2.0,0.0,2.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
5357,24.0,5.0,0.0,5.0,5.0,0.0,1.0,0,1,0,0,1,1,0,0
5358,30.0,3.0,5.0,3.0,2.0,5.0,0.0,0,1,1,0,0,1,0,0
5359,20.0,4.0,0.0,4.0,6.0,0.0,1.0,1,0,0,0,1,1,0,0
5360,25.0,3.0,0.0,3.0,5.0,0.0,0.0,0,1,1,0,0,1,0,0
5361,38.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
5362,29.0,2.0,0.0,2.0,2.0,0.0,1.0,0,1,1,0,0,1,0,0
5363,38.0,5.0,1.0,5.0,2.0,1.0,1.0,1,0,1,0,0,0,1,0
5364,27.0,2.0,1.0,2.0,3.0,1.0,0.0,0,1,1,0,0,1,0,0
5365,21.0,4.0,0.0,4.0,6.0,0.0,1.0,0,1,0,0,1,0,1,0
5366,24.0,7.0,1.0,7.0,9.0,1.0,0.0,0,1,0,0,1,1,0,0
5367,53.0,1.0,3.0,1.0,1.0,3.0,1.0,0,1,0,1,0,0,1,0
5368,36.0,2.0,4.0,2.0,1.0,4.0,1.0,0,1,1,0,0,0,1,0
5369,64.0,4.0,8.0,4.0,2.0,8.0,1.0,0,1,0,1,0,1,0,0
5370,23.0,10.0,0.0,10.0,5.0,0.0,1.0,0,1,0,0,1,1,0,0
5371,26.0,10.0,3.0,10.0,9.0,3.0,0.0,0,1,1,0,0,0,1,0
5372,48.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5373,27.0,4.0,6.0,4.0,4.0,6.0,1.0,0,1,1,0,0,0,0,1
5374,21.0,4.0,0.0,4.0,6.0,0.0,0.0,0,1,0,0,1,1,0,0
5375,20.0,5.0,0.0,5.0,6.0,0.0,1.0,0,1,0,0,1,1,0,0
5376,37.0,9.0,17.0,9.0,3.0,17.0,0.0,0,1,1,0,0,1,0,0
5377,51.0,5.0,8.0,5.0,2.0,8.0,1.0,0,1,0,1,0,0,1,0
5378,47.0,2.0,2.0,2.0,1.0,2.0,1.0,0,1,0,1,0,0,1,0
5379,29.0,9.0,2.0,9.0,8.0,2.0,1.0,0,1,1,0,0,0,1,0
5380,27.0,9.0,2.0,9.0,8.0,2.0,1.0,0,1,1,0,0,1,0,0
5381,45.0,7.0,16.0,7.0,2.0,16.0,0.0,0,1,0,1,0,1,0,0
5382,41.0,2.0,0.0,2.0,1.0,0.0,1.0,0,1,1,0,0,0,1,0
5383,31.0,2.0,3.0,2.0,2.0,3.0,1.0,0,1,1,0,0,0,1,0
5384,28.0,8.0,9.0,8.0,6.0,9.0,0.0,0,1,1,0,0,0,0,1
5385,29.0,3.0,1.0,3.0,2.0,1.0,0.0,1,0,1,0,0,1,0,0
5386,39.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,1,0
5387,33.0,1.0,0.0,1.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
5388,21.0,6.0,1.0,6.0,9.0,1.0,1.0,1,0,0,0,1,1,0,0
5389,48.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
5390,27.0,3.0,3.0,3.0,3.0,3.0,0.0,0,1,1,0,0,1,0,0
5391,24.0,5.0,0.0,5.0,4.0,0.0,0.0,0,1,0,0,1,0,0,1
5392,24.0,3.0,0.0,3.0,3.0,0.0,0.0,1,0,0,0,1,0,1,0
5393,29.0,3.0,3.0,3.0,4.0,3.0,1.0,0,1,1,0,0,1,0,0
5394,33.0,2.0,3.0,2.0,2.0,3.0,0.0,0,1,1,0,0,0,0,1
5395,21.0,5.0,0.0,5.0,5.0,0.0,1.0,0,1,0,0,1,0,1,0
5396,31.0,10.0,14.0,10.0,5.0,14.0,0.0,1,0,1,0,0,0,1,0
5397,32.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,0,1
5398,62.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5399,39.0,6.0,3.0,6.0,2.0,3.0,1.0,0,1,1,0,0,0,1,0
5400,56.0,3.0,2.0,3.0,1.0,2.0,0.0,0,1,0,1,0,0,1,0
5401,28.0,1.0,6.0,1.0,2.0,6.0,0.0,0,1,1,0,0,1,0,0
5402,26.0,6.0,6.0,6.0,5.0,6.0,1.0,1,0,1,0,0,1,0,0
5403,24.0,9.0,5.0,9.0,7.0,5.0,1.0,0,1,0,0,1,1,0,0
5404,51.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
5405,51.0,3.0,1.0,3.0,2.0,1.0,0.0,0,1,0,1,0,0,0,1
5406,28.0,10.0,7.0,10.0,6.0,7.0,0.0,0,1,1,0,0,1,0,0
5407,36.0,2.0,1.0,2.0,1.0,1.0,0.0,1,0,1,0,0,1,0,0
5408,39.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,1
5409,38.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,1,0
5410,23.0,2.0,1.0,2.0,4.0,1.0,0.0,0,1,0,0,1,1,0,0
5411,28.0,7.0,5.0,7.0,5.0,5.0,1.0,0,1,1,0,0,0,1,0
5412,29.0,6.0,7.0,6.0,3.0,7.0,1.0,1,0,1,0,0,0,1,0
5413,20.0,10.0,6.0,10.0,10.0,6.0,1.0,0,1,0,0,1,1,0,0
5414,38.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,1,0,0,0,0,1
5415,29.0,3.0,0.0,3.0,5.0,0.0,0.0,0,1,1,0,0,1,0,0
5416,34.0,1.0,1.0,1.0,1.0,1.0,0.0,1,0,1,0,0,0,0,1
5417,29.0,3.0,11.0,3.0,4.0,11.0,1.0,0,1,1,0,0,1,0,0
5418,34.0,7.0,8.0,7.0,3.0,8.0,0.0,0,1,1,0,0,1,0,0
5419,26.0,7.0,6.0,7.0,6.0,6.0,1.0,0,1,1,0,0,1,0,0
5420,58.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,1,0,0
5421,37.0,5.0,6.0,5.0,3.0,6.0,1.0,0,1,1,0,0,0,0,1
5422,23.0,8.0,1.0,8.0,9.0,1.0,0.0,0,1,0,0,1,1,0,0
5423,48.0,6.0,0.0,6.0,2.0,0.0,1.0,0,1,0,1,0,0,1,0
5424,61.0,2.0,9.0,2.0,2.0,9.0,0.0,0,1,0,1,0,1,0,0
5425,30.0,3.0,1.0,3.0,3.0,1.0,1.0,0,1,1,0,0,1,0,0
5426,44.0,3.0,0.0,3.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
5427,26.0,7.0,3.0,7.0,4.0,3.0,0.0,0,1,1,0,0,1,0,0
5428,46.0,3.0,3.0,3.0,3.0,3.0,1.0,0,1,0,1,0,1,0,0
5429,36.0,3.0,5.0,3.0,1.0,5.0,0.0,0,1,1,0,0,0,1,0
5430,29.0,9.0,11.0,9.0,5.0,11.0,1.0,1,0,1,0,0,1,0,0
5431,23.0,6.0,0.0,6.0,6.0,0.0,0.0,1,0,0,0,1,0,0,1
5432,53.0,6.0,3.0,6.0,1.0,3.0,1.0,0,1,0,1,0,1,0,0
5433,33.0,3.0,5.0,3.0,2.0,5.0,0.0,0,1,1,0,0,0,0,1
5434,35.0,6.0,8.0,6.0,4.0,8.0,0.0,0,1,1,0,0,1,0,0
5435,39.0,3.0,3.0,3.0,1.0,3.0,0.0,1,0,1,0,0,0,1,0
5436,21.0,8.0,1.0,8.0,6.0,1.0,1.0,0,1,0,0,1,0,0,1
5437,26.0,6.0,2.0,6.0,4.0,2.0,1.0,1,0,1,0,0,0,1,0
5438,26.0,9.0,10.0,9.0,5.0,10.0,1.0,0,1,1,0,0,1,0,0
5439,28.0,6.0,8.0,6.0,6.0,8.0,1.0,0,1,1,0,0,1,0,0
5440,21.0,7.0,3.0,7.0,7.0,3.0,1.0,1,0,0,0,1,0,1,0
5441,37.0,5.0,8.0,5.0,2.0,8.0,0.0,0,1,1,0,0,1,0,0
5442,29.0,6.0,1.0,6.0,3.0,1.0,0.0,0,1,1,0,0,0,1,0
5443,22.0,10.0,12.0,10.0,8.0,12.0,1.0,0,1,0,0,1,1,0,0
5444,59.0,1.0,4.0,1.0,1.0,4.0,0.0,0,1,0,1,0,1,0,0
5445,28.0,10.0,12.0,10.0,7.0,12.0,1.0,0,1,1,0,0,1,0,0
5446,56.0,1.0,0.0,1.0,1.0,0.0,0.0,1,0,0,1,0,0,1,0
5447,32.0,6.0,2.0,6.0,3.0,2.0,0.0,1,0,1,0,0,0,1,0
5448,30.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,1,0,0,0,1,0
5449,27.0,4.0,2.0,4.0,3.0,2.0,0.0,0,1,1,0,0,1,0,0
5450,29.0,2.0,0.0,2.0,2.0,0.0,0.0,0,1,1,0,0,0,0,1
5451,24.0,4.0,1.0,4.0,4.0,1.0,0.0,0,1,0,0,1,1,0,0
5452,27.0,10.0,6.0,10.0,9.0,6.0,0.0,1,0,1,0,0,0,1,0
5453,43.0,9.0,15.0,9.0,6.0,15.0,1.0,0,1,1,0,0,1,0,0
5454,53.0,6.0,5.0,6.0,4.0,5.0,0.0,1,0,0,1,0,1,0,0
5455,27.0,7.0,6.0,7.0,8.0,6.0,1.0,0,1,1,0,0,1,0,0
5456,26.0,5.0,6.0,5.0,4.0,6.0,0.0,0,1,1,0,0,1,0,0
5457,24.0,6.0,1.0,6.0,6.0,1.0,0.0,1,0,0,0,1,0,1,0
5458,30.0,6.0,0.0,6.0,5.0,0.0,0.0,0,1,1,0,0,1,0,0
5459,56.0,2.0,6.0,2.0,1.0,6.0,1.0,0,1,0,1,0,0,0,1
5460,26.0,9.0,4.0,9.0,7.0,4.0,0.0,0,1,1,0,0,1,0,0
5461,24.0,6.0,3.0,6.0,8.0,3.0,1.0,0,1,0,0,1,1,0,0
5462,30.0,3.0,6.0,3.0,2.0,6.0,1.0,0,1,1,0,0,0,0,1
5463,37.0,5.0,4.0,5.0,2.0,4.0,0.0,0,1,1,0,0,0,0,1
5464,54.0,1.0,4.0,1.0,1.0,4.0,0.0,0,1,0,1,0,1,0,0
5465,23.0,5.0,0.0,5.0,4.0,0.0,1.0,0,1,0,0,1,0,0,1
5466,25.0,4.0,1.0,4.0,5.0,1.0,1.0,0,1,1,0,0,0,0,1
5467,48.0,6.0,18.0,6.0,1.0,18.0,1.0,1,0,0,1,0,1,0,0
5468,36.0,9.0,13.0,9.0,3.0,13.0,1.0,1,0,1,0,0,1,0,0
5469,21.0,10.0,1.0,10.0,10.0,1.0,1.0,0,1,0,0,1,1,0,0
5470,26.0,5.0,10.0,5.0,4.0,10.0,1.0,0,1,1,0,0,0,1,0
5471,26.0,8.0,10.0,8.0,7.0,10.0,1.0,0,1,1,0,0,0,1,0
5472,45.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5473,47.0,5.0,1.0,5.0,3.0,1.0,0.0,0,1,0,1,0,0,1,0
5474,30.0,8.0,7.0,8.0,7.0,7.0,1.0,0,1,1,0,0,0,0,1
5475,41.0,8.0,14.0,8.0,9.0,14.0,1.0,0,1,1,0,0,1,0,0
5476,50.0,2.0,1.0,2.0,4.0,1.0,0.0,0,1,0,1,0,0,1,0
5477,57.0,1.0,3.0,1.0,1.0,3.0,0.0,0,1,0,1,0,0,1,0
5478,31.0,1.0,2.0,1.0,2.0,2.0,0.0,0,1,1,0,0,1,0,0
5479,21.0,7.0,0.0,7.0,7.0,0.0,1.0,0,1,0,0,1,1,0,0
5480,28.0,4.0,1.0,4.0,7.0,1.0,1.0,1,0,1,0,0,1,0,0
5481,29.0,8.0,9.0,8.0,7.0,9.0,1.0,0,1,1,0,0,0,1,0
5482,28.0,4.0,2.0,4.0,4.0,2.0,0.0,0,1,1,0,0,1,0,0
5483,25.0,4.0,1.0,4.0,4.0,1.0,1.0,1,0,1,0,0,0,1,0
5484,22.0,3.0,0.0,3.0,5.0,0.0,1.0,0,1,0,0,1,1,0,0
5485,21.0,6.0,0.0,6.0,7.0,0.0,0.0,1,0,0,0,1,1,0,0
5486,48.0,8.0,0.0,8.0,3.0,0.0,1.0,0,1,0,1,0,0,1,0
5487,25.0,9.0,4.0,9.0,8.0,4.0,1.0,0,1,1,0,0,1,0,0
5488,37.0,7.0,7.0,7.0,3.0,7.0,0.0,0,1,1,0,0,1,0,0
5489,31.0,6.0,5.0,6.0,4.0,5.0,1.0,0,1,1,0,0,0,1,0
5490,56.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
5491,24.0,3.0,0.0,3.0,4.0,0.0,0.0,0,1,0,0,1,1,0,0
5492,30.0,10.0,15.0,10.0,9.0,15.0,1.0,0,1,1,0,0,1,0,0
5493,47.0,2.0,5.0,2.0,3.0,5.0,0.0,0,1,0,1,0,0,1,0
5494,66.0,3.0,2.0,3.0,1.0,2.0,0.0,0,1,0,1,0,0,1,0
5495,51.0,8.0,21.0,8.0,3.0,21.0,1.0,0,1,0,1,0,1,0,0
5496,64.0,10.0,8.0,10.0,6.0,8.0,1.0,0,1,0,1,0,0,1,0
5497,76.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,0,1
5498,28.0,6.0,3.0,6.0,2.0,3.0,1.0,1,0,1,0,0,0,1,0
5499,35.0,4.0,1.0,4.0,4.0,1.0,0.0,0,1,1,0,0,1,0,0
5500,44.0,1.0,6.0,1.0,1.0,6.0,1.0,0,1,1,0,0,0,0,1
5501,39.0,3.0,3.0,3.0,3.0,3.0,0.0,1,0,1,0,0,1,0,0
5502,38.0,7.0,7.0,7.0,2.0,7.0,1.0,0,1,1,0,0,0,0,1
5503,24.0,5.0,0.0,5.0,5.0,0.0,0.0,0,1,0,0,1,1,0,0
5504,27.0,9.0,4.0,9.0,9.0,4.0,0.0,0,1,1,0,0,0,1,0
5505,36.0,3.0,0.0,3.0,4.0,0.0,0.0,0,1,1,0,0,0,1,0
5506,20.0,6.0,0.0,6.0,7.0,0.0,1.0,0,1,0,0,1,0,0,1
5507,21.0,3.0,0.0,3.0,7.0,0.0,1.0,0,1,0,0,1,1,0,0
5508,27.0,10.0,7.0,10.0,10.0,7.0,1.0,0,1,1,0,0,1,0,0
5509,28.0,9.0,18.0,9.0,7.0,18.0,1.0,0,1,1,0,0,1,0,0
5510,52.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,1,0,0,0,1
5511,39.0,9.0,16.0,9.0,7.0,16.0,1.0,0,1,1,0,0,0,1,0
5512,19.0,4.0,0.0,4.0,7.0,0.0,1.0,0,1,0,0,1,1,0,0
5513,46.0,1.0,1.0,1.0,1.0,1.0,0.0,0,1,0,1,0,0,1,0
5514,40.0,4.0,2.0,4.0,1.0,2.0,0.0,0,1,1,0,0,1,0,0
5515,30.0,8.0,5.0,8.0,8.0,5.0,1.0,0,1,1,0,0,0,1,0
5516,28.0,3.0,0.0,3.0,2.0,0.0,1.0,0,1,1,0,0,0,1,0
5517,27.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,0,1,0
5518,23.0,7.0,3.0,7.0,5.0,3.0,1.0,0,1,0,0,1,0,0,1
5519,33.0,10.0,8.0,10.0,7.0,8.0,1.0,0,1,1,0,0,1,0,0
5520,25.0,6.0,7.0,6.0,4.0,7.0,0.0,0,1,1,0,0,1,0,0
5521,25.0,5.0,3.0,5.0,5.0,3.0,1.0,0,1,1,0,0,1,0,0
5522,33.0,6.0,4.0,6.0,5.0,4.0,0.0,0,1,1,0,0,0,1,0
5523,24.0,3.0,0.0,3.0,3.0,0.0,0.0,1,0,0,0,1,1,0,0
5524,44.0,7.0,0.0,7.0,4.0,0.0,0.0,0,1,1,0,0,0,1,0
5525,44.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
5526,23.0,7.0,0.0,7.0,5.0,0.0,0.0,1,0,0,0,1,1,0,0
5527,31.0,8.0,2.0,8.0,5.0,2.0,1.0,1,0,1,0,0,0,1,0
5528,27.0,2.0,0.0,2.0,3.0,0.0,0.0,0,1,1,0,0,1,0,0
5529,26.0,8.0,1.0,8.0,3.0,1.0,1.0,1,0,1,0,0,0,1,0
5530,57.0,5.0,16.0,5.0,2.0,16.0,1.0,0,1,0,1,0,1,0,0
5531,55.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,0,1,0,0,1,0
5532,67.0,1.0,0.0,1.0,1.0,0.0,1.0,0,1,0,1,0,0,0,1
5533,36.0,6.0,7.0,6.0,2.0,7.0,1.0,1,0,1,0,0,0,1,0
5534,45.0,6.0,6.0,6.0,4.0,6.0,0.0,0,1,0,1,0,0,0,1
5535,30.0,9.0,18.0,9.0,10.0,18.0,1.0,0,1,1,0,0,1,0,0
5536,34.0,8.0,0.0,8.0,3.0,0.0,1.0,0,1,1,0,0,1,0,0
5537,24.0,2.0,1.0,2.0,3.0,1.0,0.0,0,1,0,0,1,1,0,0
5538,21.0,5.0,0.0,5.0,7.0,0.0,1.0,0,1,0,0,1,0,0,1
5539,42.0,1.0,7.0,1.0,1.0,7.0,0.0,0,1,1,0,0,1,0,0
5540,34.0,10.0,12.0,10.0,5.0,12.0,1.0,1,0,1,0,0,0,1,0
5541,30.0,4.0,3.0,4.0,5.0,3.0,0.0,0,1,1,0,0,0,0,1
5542,40.0,4.0,6.0,4.0,2.0,6.0,0.0,0,1,1,0,0,0,1,0
5543,24.0,8.0,1.0,8.0,7.0,1.0,0.0,0,1,0,0,1,0,0,1
5544,24.0,6.0,4.0,6.0,4.0,4.0,1.0,0,1,0,0,1,0,0,1
5545,30.0,9.0,13.0,9.0,5.0,13.0,1.0,0,1,1,0,0,0,0,1
5546,30.0,3.0,4.0,3.0,2.0,4.0,0.0,0,1,1,0,0,1,0,0
5547,31.0,3.0,3.0,3.0,3.0,3.0,1.0,0,1,1,0,0,0,1,0
5548,33.0,3.0,2.0,3.0,2.0,2.0,1.0,0,1,1,0,0,0,1,0
5549,27.0,3.0,1.0,3.0,4.0,1.0,0.0,0,1,1,0,0,0,1,0
5550,22.0,2.0,0.0,2.0,3.0,0.0,1.0,0,1,0,0,1,0,0,1
5551,37.0,3.0,3.0,3.0,2.0,3.0,0.0,0,1,1,0,0,1,0,0
5552,25.0,2.0,1.0,2.0,3.0,1.0,0.0,0,1,1,0,0,1,0,0
5553,45.0,1.0,2.0,1.0,1.0,2.0,0.0,0,1,0,1,0,0,1,0
5554,22.0,2.0,1.0,2.0,4.0,1.0,1.0,0,1,0,0,1,0,0,1
5555,31.0,5.0,1.0,5.0,2.0,1.0,0.0,0,1,1,0,0,0,1,0
5556,23.0,5.0,0.0,5.0,8.0,0.0,0.0,0,1,0,0,1,1,0,0
5557,21.0,4.0,0.0,4.0,8.0,0.0,0.0,0,1,0,0,1,1,0,0
5558,28.0,5.0,6.0,5.0,8.0,6.0,1.0,0,1,1,0,0,1,0,0
5559,35.0,1.0,0.0,1.0,1.0,0.0,0.0,0,1,1,0,0,1,0,0
5560,29.0,4.0,4.0,4.0,3.0,4.0,1.0,0,1,1,0,0,1,0,0
5561,23.0,4.0,2.0,4.0,7.0,2.0,1.0,0,1,0,0,1,1,0,0
5562,28.0,10.0,7.0,10.0,7.0,7.0,1.0,0,1,1,0,0,1,0,0
